,E1,E2,REL
36443,GENE-Y,GENE-N,Not
36444,CHEMICAL,GENE-N,Upregulator
36445,CHEMICAL,GENE-Y,Downregulator
36446,CHEMICAL,CHEMICAL,Not
36447,CHEMICAL,CHEMICAL,Not
36448,CHEMICAL,CHEMICAL,Not
36449,CHEMICAL,GENE-Y,Not
36450,CHEMICAL,CHEMICAL,Not
36451,CHEMICAL,CHEMICAL,Not
36452,CHEMICAL,CHEMICAL,Not
36453,CHEMICAL,GENE-N,Not
36454,CHEMICAL,GENE-Y,Not
36455,CHEMICAL,CHEMICAL,Not
36456,CHEMICAL,CHEMICAL,Not
36457,CHEMICAL,CHEMICAL,Not
36458,CHEMICAL,GENE-N,Not
36459,CHEMICAL,GENE-Y,Not
36460,CHEMICAL,CHEMICAL,Not
36461,CHEMICAL,CHEMICAL,Not
36462,CHEMICAL,CHEMICAL,Not
36463,CHEMICAL,GENE-N,Not
36464,GENE-N,CHEMICAL,Not
36465,GENE-N,CHEMICAL,Not
36466,GENE-N,CHEMICAL,Not
36467,GENE-N,CHEMICAL,Not
36468,GENE-N,GENE-Y,Not
36469,GENE-Y,CHEMICAL,Not
36470,GENE-Y,CHEMICAL,Not
36471,GENE-Y,CHEMICAL,Not
36472,GENE-Y,CHEMICAL,Not
36473,GENE-Y,GENE-N,Not
36474,CHEMICAL,GENE-Y,Antagonist
36475,CHEMICAL,GENE-Y,Antagonist
36476,CHEMICAL,GENE-N,Antagonist
36477,CHEMICAL,GENE-Y,Antagonist
36478,CHEMICAL,GENE-Y,Antagonist
36479,CHEMICAL,GENE-N,Antagonist
36480,CHEMICAL,CHEMICAL,Not
36481,CHEMICAL,CHEMICAL,Not
36482,CHEMICAL,CHEMICAL,Not
36483,CHEMICAL,CHEMICAL,Not
36484,CHEMICAL,CHEMICAL,Not
36485,CHEMICAL,CHEMICAL,Not
36486,CHEMICAL,GENE-Y,Not
36487,CHEMICAL,GENE-Y,Not
36488,CHEMICAL,GENE-N,Not
36489,GENE-Y,CHEMICAL,Not
36490,GENE-Y,CHEMICAL,Not
36491,GENE-Y,CHEMICAL,Not
36492,GENE-Y,GENE-Y,Not
36493,GENE-Y,GENE-N,Not
36494,GENE-Y,CHEMICAL,Not
36495,GENE-Y,CHEMICAL,Not
36496,GENE-Y,CHEMICAL,Not
36497,GENE-Y,GENE-Y,Not
36498,GENE-Y,GENE-N,Not
36499,GENE-N,CHEMICAL,Not
36500,GENE-N,CHEMICAL,Not
36501,GENE-N,CHEMICAL,Not
36502,GENE-N,GENE-Y,Not
36503,GENE-N,GENE-Y,Not
36504,CHEMICAL,GENE-Y,Not
36505,CHEMICAL,GENE-N,Not
36506,GENE-Y,CHEMICAL,Not
36507,GENE-Y,GENE-N,Not
36508,GENE-N,CHEMICAL,Not
36509,GENE-N,GENE-Y,Not
36510,CHEMICAL,GENE-Y,Antagonist
36511,GENE-Y,CHEMICAL,Not
36512,CHEMICAL,GENE-Y,Upregulator
36513,GENE-Y,CHEMICAL,Not
36514,CHEMICAL,CHEMICAL,Not
36515,CHEMICAL,CHEMICAL,Not
36516,CHEMICAL,CHEMICAL,Not
36517,CHEMICAL,CHEMICAL,Not
36518,CHEMICAL,CHEMICAL,Not
36519,CHEMICAL,CHEMICAL,Not
36520,CHEMICAL,CHEMICAL,Not
36521,CHEMICAL,CHEMICAL,Not
36522,CHEMICAL,CHEMICAL,Not
36523,CHEMICAL,CHEMICAL,Not
36524,CHEMICAL,CHEMICAL,Not
36525,CHEMICAL,CHEMICAL,Not
36526,CHEMICAL,CHEMICAL,Not
36527,CHEMICAL,CHEMICAL,Not
36528,CHEMICAL,CHEMICAL,Not
36529,CHEMICAL,CHEMICAL,Not
36530,CHEMICAL,CHEMICAL,Not
36531,CHEMICAL,CHEMICAL,Not
36532,CHEMICAL,CHEMICAL,Not
36533,CHEMICAL,CHEMICAL,Not
36534,CHEMICAL,CHEMICAL,Not
36535,CHEMICAL,CHEMICAL,Not
36536,CHEMICAL,GENE-Y,Not
36537,CHEMICAL,GENE-Y,Not
36538,CHEMICAL,CHEMICAL,Not
36539,CHEMICAL,CHEMICAL,Not
36540,CHEMICAL,GENE-Y,Not
36541,CHEMICAL,GENE-Y,Not
36542,CHEMICAL,CHEMICAL,Not
36543,CHEMICAL,CHEMICAL,Not
36544,CHEMICAL,GENE-Y,Not
36545,CHEMICAL,GENE-Y,Not
36546,GENE-Y,CHEMICAL,Not
36547,GENE-Y,CHEMICAL,Not
36548,GENE-Y,CHEMICAL,Not
36549,GENE-Y,GENE-Y,Not
36550,GENE-Y,CHEMICAL,Not
36551,GENE-Y,CHEMICAL,Not
36552,GENE-Y,CHEMICAL,Not
36553,GENE-Y,GENE-Y,Not
36554,CHEMICAL,CHEMICAL,Not
36555,CHEMICAL,CHEMICAL,Not
36556,GENE-N,GENE-N,Not
36557,CHEMICAL,GENE-N,Not
36558,CHEMICAL,GENE-Y,Not
36559,GENE-Y,CHEMICAL,Not
36560,CHEMICAL,GENE-Y,Not
36561,GENE-Y,GENE-N,Not
36562,GENE-Y,GENE-N,Not
36563,GENE-N,CHEMICAL,Not
36564,GENE-Y,GENE-N,Not
36565,GENE-Y,GENE-Y,Not
36566,CHEMICAL,GENE-Y,Not
36567,GENE-Y,GENE-N,Not
36568,GENE-Y,CHEMICAL,Not
36569,GENE-N,CHEMICAL,Not
36570,GENE-N,GENE-Y,Not
36571,CHEMICAL,GENE-Y,Not
36572,GENE-N,GENE-N,Not
36573,CHEMICAL,GENE-Y,Not
36574,GENE-N,GENE-Y,Not
36575,CHEMICAL,GENE-Y,Not
36576,GENE-N,GENE-Y,Not
36577,GENE-N,CHEMICAL,Not
36578,GENE-Y,GENE-N,Not
36579,GENE-Y,GENE-Y,Not
36580,GENE-N,GENE-N,Not
36581,GENE-Y,GENE-N,Not
36582,GENE-N,GENE-Y,Not
36583,CHEMICAL,GENE-N,Not
36584,GENE-N,GENE-N,Not
36585,GENE-Y,GENE-Y,Not
36586,GENE-Y,CHEMICAL,Not
36587,GENE-Y,GENE-N,Not
36588,CHEMICAL,GENE-N,Not
36589,GENE-Y,CHEMICAL,Not
36590,GENE-N,GENE-Y,Not
36591,GENE-N,CHEMICAL,Not
36592,GENE-N,CHEMICAL,Not
36593,GENE-Y,CHEMICAL,Not
36594,GENE-N,GENE-N,Not
36595,CHEMICAL,GENE-N,Not
36596,GENE-N,GENE-Y,Not
36597,GENE-N,CHEMICAL,Not
36598,GENE-Y,GENE-N,Not
36599,CHEMICAL,CHEMICAL,Not
36600,GENE-N,GENE-Y,Not
36601,GENE-N,GENE-Y,Not
36602,GENE-Y,GENE-Y,Not
36603,GENE-Y,GENE-Y,Not
36604,CHEMICAL,CHEMICAL,Not
36605,GENE-Y,CHEMICAL,Not
36606,CHEMICAL,CHEMICAL,Not
36607,CHEMICAL,GENE-N,Not
36608,CHEMICAL,GENE-Y,Not
36609,CHEMICAL,CHEMICAL,Not
36610,CHEMICAL,GENE-N,Not
36611,CHEMICAL,GENE-Y,Not
36612,GENE-N,CHEMICAL,Not
36613,GENE-N,CHEMICAL,Not
36614,GENE-N,GENE-Y,Not
36615,GENE-Y,CHEMICAL,Not
36616,GENE-Y,CHEMICAL,Not
36617,GENE-Y,GENE-N,Not
36618,CHEMICAL,GENE-Y,Not
36619,CHEMICAL,CHEMICAL,Not
36620,CHEMICAL,CHEMICAL,Not
36621,CHEMICAL,GENE-N,Not
36622,CHEMICAL,GENE-N,Not
36623,CHEMICAL,GENE-Y,Not
36624,CHEMICAL,CHEMICAL,Not
36625,CHEMICAL,CHEMICAL,Not
36626,CHEMICAL,GENE-N,Not
36627,CHEMICAL,GENE-N,Not
36628,CHEMICAL,GENE-Y,Not
36629,CHEMICAL,CHEMICAL,Not
36630,CHEMICAL,CHEMICAL,Not
36631,CHEMICAL,GENE-N,Not
36632,CHEMICAL,GENE-N,Not
36633,GENE-N,CHEMICAL,Not
36634,GENE-N,CHEMICAL,Not
36635,GENE-N,CHEMICAL,Not
36636,GENE-N,GENE-N,Not
36637,GENE-N,GENE-Y,Not
36638,GENE-N,CHEMICAL,Not
36639,GENE-N,CHEMICAL,Not
36640,GENE-N,CHEMICAL,Not
36641,GENE-N,GENE-N,Not
36642,GENE-N,GENE-Y,Not
36643,GENE-Y,CHEMICAL,Not
36644,GENE-Y,CHEMICAL,Not
36645,GENE-Y,CHEMICAL,Not
36646,GENE-Y,GENE-N,Not
36647,GENE-Y,GENE-N,Not
36648,CHEMICAL,GENE-N,Not
36649,GENE-N,CHEMICAL,Not
36650,CHEMICAL,GENE-N,Not
36651,CHEMICAL,GENE-N,Not
36652,CHEMICAL,CHEMICAL,Not
36653,CHEMICAL,CHEMICAL,Not
36654,CHEMICAL,CHEMICAL,Not
36655,CHEMICAL,GENE-N,Not
36656,CHEMICAL,CHEMICAL,Not
36657,CHEMICAL,CHEMICAL,Not
36658,CHEMICAL,CHEMICAL,Not
36659,CHEMICAL,CHEMICAL,Not
36660,CHEMICAL,CHEMICAL,Not
36661,CHEMICAL,CHEMICAL,Not
36662,CHEMICAL,GENE-N,Not
36663,CHEMICAL,CHEMICAL,Not
36664,CHEMICAL,CHEMICAL,Not
36665,CHEMICAL,CHEMICAL,Not
36666,GENE-N,CHEMICAL,Not
36667,GENE-N,CHEMICAL,Not
36668,GENE-N,CHEMICAL,Not
36669,GENE-N,CHEMICAL,Not
36670,CHEMICAL,GENE-N,Not
36671,CHEMICAL,GENE-N,Not
36672,GENE-N,CHEMICAL,Not
36673,GENE-N,GENE-N,Not
36674,GENE-N,CHEMICAL,Not
36675,GENE-N,GENE-N,Not
36676,CHEMICAL,GENE-Y,Not
36677,CHEMICAL,GENE-N,Not
36678,GENE-Y,CHEMICAL,Not
36679,GENE-Y,GENE-N,Not
36680,GENE-N,CHEMICAL,Not
36681,GENE-N,GENE-Y,Not
36682,CHEMICAL,GENE-Y,Downregulator
36683,GENE-Y,CHEMICAL,Not
36684,CHEMICAL,GENE-Y,Downregulator
36685,CHEMICAL,GENE-Y,Downregulator
36686,CHEMICAL,CHEMICAL,Not
36687,CHEMICAL,CHEMICAL,Not
36688,GENE-Y,CHEMICAL,Not
36689,GENE-Y,CHEMICAL,Not
36690,CHEMICAL,GENE-Y,Downregulator
36691,CHEMICAL,GENE-Y,Downregulator
36692,GENE-Y,CHEMICAL,Not
36693,GENE-Y,GENE-Y,Not
36694,GENE-Y,CHEMICAL,Not
36695,GENE-Y,GENE-Y,Not
36696,CHEMICAL,GENE-Y,Downregulator
36697,GENE-Y,CHEMICAL,Not
36698,CHEMICAL,CHEMICAL,Not
36699,CHEMICAL,CHEMICAL,Not
36700,CHEMICAL,CHEMICAL,Not
36701,CHEMICAL,CHEMICAL,Not
36702,CHEMICAL,CHEMICAL,Not
36703,CHEMICAL,CHEMICAL,Not
36704,CHEMICAL,CHEMICAL,Not
36705,CHEMICAL,CHEMICAL,Not
36706,CHEMICAL,CHEMICAL,Not
36707,CHEMICAL,CHEMICAL,Not
36708,CHEMICAL,CHEMICAL,Not
36709,CHEMICAL,CHEMICAL,Not
36710,CHEMICAL,GENE-Y,Downregulator
36711,CHEMICAL,GENE-Y,Downregulator
36712,CHEMICAL,CHEMICAL,Not
36713,CHEMICAL,CHEMICAL,Not
36714,GENE-Y,CHEMICAL,Not
36715,GENE-Y,CHEMICAL,Not
36716,CHEMICAL,GENE-N,Downregulator
36717,CHEMICAL,GENE-Y,Upregulator
36718,GENE-N,CHEMICAL,Not
36719,GENE-N,GENE-Y,Not
36720,GENE-Y,CHEMICAL,Not
36721,GENE-Y,GENE-N,Not
36722,CHEMICAL,GENE-N,Not
36723,CHEMICAL,GENE-N,Not
36724,CHEMICAL,GENE-Y,Downregulator
36725,GENE-Y,GENE-N,Not
36726,CHEMICAL,CHEMICAL,Not
36727,CHEMICAL,CHEMICAL,Not
36728,GENE-N,CHEMICAL,Not
36729,GENE-Y,CHEMICAL,Not
36730,GENE-N,GENE-Y,Not
36731,CHEMICAL,CHEMICAL,Not
36732,GENE-N,CHEMICAL,Not
36733,CHEMICAL,CHEMICAL,Not
36734,CHEMICAL,CHEMICAL,Not
36735,CHEMICAL,GENE-N,Not
36736,CHEMICAL,CHEMICAL,Not
36737,CHEMICAL,GENE-N,Not
36738,GENE-Y,CHEMICAL,Not
36739,GENE-N,CHEMICAL,Not
36740,CHEMICAL,GENE-N,Not
36741,CHEMICAL,CHEMICAL,Not
36742,CHEMICAL,CHEMICAL,Not
36743,CHEMICAL,GENE-N,Not
36744,GENE-N,CHEMICAL,Not
36745,CHEMICAL,CHEMICAL,Not
36746,CHEMICAL,CHEMICAL,Not
36747,CHEMICAL,CHEMICAL,Not
36748,CHEMICAL,CHEMICAL,Not
36749,CHEMICAL,CHEMICAL,Not
36750,CHEMICAL,GENE-Y,Not
36751,GENE-N,CHEMICAL,Not
36752,GENE-N,GENE-Y,Not
36753,GENE-Y,GENE-N,Not
36754,GENE-N,GENE-N,Not
36755,GENE-Y,CHEMICAL,Not
36756,CHEMICAL,CHEMICAL,Not
36757,GENE-Y,CHEMICAL,Not
36758,CHEMICAL,CHEMICAL,Not
36759,CHEMICAL,GENE-Y,Not
36760,GENE-N,CHEMICAL,Not
36761,CHEMICAL,CHEMICAL,Not
36762,GENE-N,CHEMICAL,Not
36763,CHEMICAL,CHEMICAL,Not
36764,GENE-Y,CHEMICAL,Not
36765,CHEMICAL,CHEMICAL,Not
36766,CHEMICAL,GENE-N,Not
36767,CHEMICAL,CHEMICAL,Not
36768,CHEMICAL,CHEMICAL,Not
36769,CHEMICAL,CHEMICAL,Not
36770,CHEMICAL,GENE-Y,Not
36771,CHEMICAL,CHEMICAL,Not
36772,CHEMICAL,GENE-N,Downregulator
36773,CHEMICAL,GENE-Y,Downregulator
36774,CHEMICAL,GENE-N,Downregulator
36775,CHEMICAL,GENE-Y,Downregulator
36776,CHEMICAL,GENE-N,Downregulator
36777,CHEMICAL,GENE-Y,Downregulator
36778,CHEMICAL,GENE-N,Downregulator
36779,CHEMICAL,GENE-Y,Downregulator
36780,CHEMICAL,CHEMICAL,Not
36781,CHEMICAL,CHEMICAL,Not
36782,CHEMICAL,CHEMICAL,Not
36783,CHEMICAL,CHEMICAL,Not
36784,CHEMICAL,GENE-N,Not
36785,CHEMICAL,GENE-Y,Not
36786,CHEMICAL,CHEMICAL,Not
36787,CHEMICAL,CHEMICAL,Not
36788,CHEMICAL,CHEMICAL,Not
36789,CHEMICAL,CHEMICAL,Not
36790,CHEMICAL,CHEMICAL,Not
36791,CHEMICAL,CHEMICAL,Not
36792,CHEMICAL,CHEMICAL,Not
36793,CHEMICAL,CHEMICAL,Not
36794,CHEMICAL,CHEMICAL,Not
36795,CHEMICAL,CHEMICAL,Not
36796,CHEMICAL,CHEMICAL,Not
36797,CHEMICAL,CHEMICAL,Not
36798,CHEMICAL,CHEMICAL,Not
36799,CHEMICAL,CHEMICAL,Not
36800,CHEMICAL,CHEMICAL,Not
36801,CHEMICAL,CHEMICAL,Not
36802,GENE-N,CHEMICAL,Not
36803,GENE-N,CHEMICAL,Not
36804,GENE-N,CHEMICAL,Not
36805,GENE-N,CHEMICAL,Not
36806,GENE-N,CHEMICAL,Not
36807,GENE-N,GENE-Y,Not
36808,GENE-Y,CHEMICAL,Not
36809,GENE-Y,CHEMICAL,Not
36810,GENE-Y,CHEMICAL,Not
36811,GENE-Y,CHEMICAL,Not
36812,GENE-Y,CHEMICAL,Not
36813,GENE-Y,GENE-N,Not
36814,CHEMICAL,GENE-Y,Upregulator
36815,CHEMICAL,GENE-Y,Downregulator
36816,CHEMICAL,CHEMICAL,Not
36817,CHEMICAL,GENE-Y,Not
36818,CHEMICAL,GENE-Y,Not
36819,CHEMICAL,CHEMICAL,Not
36820,CHEMICAL,GENE-Y,Not
36821,CHEMICAL,GENE-Y,Not
36822,GENE-Y,CHEMICAL,Not
36823,GENE-Y,CHEMICAL,Not
36824,GENE-Y,GENE-Y,Not
36825,GENE-Y,GENE-Y,Not
36826,GENE-Y,CHEMICAL,Not
36827,GENE-Y,CHEMICAL,Not
36828,GENE-Y,GENE-Y,Not
36829,GENE-Y,GENE-Y,Not
36830,GENE-Y,CHEMICAL,Not
36831,GENE-Y,CHEMICAL,Not
36832,GENE-Y,GENE-Y,Not
36833,GENE-Y,GENE-Y,Not
36834,CHEMICAL,CHEMICAL,Not
36835,CHEMICAL,GENE-N,Not
36836,CHEMICAL,CHEMICAL,Not
36837,CHEMICAL,GENE-N,Not
36838,GENE-N,CHEMICAL,Not
36839,GENE-N,CHEMICAL,Not
36840,CHEMICAL,CHEMICAL,Not
36841,CHEMICAL,GENE-N,Not
36842,CHEMICAL,CHEMICAL,Not
36843,CHEMICAL,GENE-N,Not
36844,GENE-N,CHEMICAL,Not
36845,GENE-N,CHEMICAL,Not
36846,CHEMICAL,CHEMICAL,Not
36847,CHEMICAL,CHEMICAL,Not
36848,CHEMICAL,CHEMICAL,Not
36849,CHEMICAL,CHEMICAL,Not
36850,CHEMICAL,CHEMICAL,Not
36851,CHEMICAL,CHEMICAL,Not
36852,CHEMICAL,CHEMICAL,Not
36853,CHEMICAL,CHEMICAL,Not
36854,CHEMICAL,CHEMICAL,Not
36855,CHEMICAL,CHEMICAL,Not
36856,CHEMICAL,CHEMICAL,Not
36857,CHEMICAL,CHEMICAL,Not
36858,CHEMICAL,GENE-Y,Upregulator
36859,CHEMICAL,GENE-Y,Upregulator
36860,CHEMICAL,CHEMICAL,Not
36861,CHEMICAL,CHEMICAL,Not
36862,GENE-Y,CHEMICAL,Not
36863,GENE-Y,CHEMICAL,Not
36864,CHEMICAL,CHEMICAL,Not
36865,CHEMICAL,GENE-Y,Not
36866,CHEMICAL,CHEMICAL,Not
36867,CHEMICAL,GENE-Y,Not
36868,GENE-Y,CHEMICAL,Not
36869,GENE-Y,CHEMICAL,Not
36870,CHEMICAL,GENE-Y,Upregulator
36871,CHEMICAL,GENE-Y,Upregulator
36872,CHEMICAL,GENE-Y,Upregulator
36873,CHEMICAL,GENE-Y,Upregulator
36874,CHEMICAL,GENE-Y,Upregulator
36875,CHEMICAL,GENE-Y,Upregulator
36876,CHEMICAL,CHEMICAL,Not
36877,CHEMICAL,CHEMICAL,Not
36878,CHEMICAL,CHEMICAL,Not
36879,CHEMICAL,CHEMICAL,Not
36880,CHEMICAL,CHEMICAL,Not
36881,CHEMICAL,CHEMICAL,Not
36882,CHEMICAL,CHEMICAL,Not
36883,CHEMICAL,CHEMICAL,Not
36884,CHEMICAL,CHEMICAL,Not
36885,CHEMICAL,CHEMICAL,Not
36886,CHEMICAL,CHEMICAL,Not
36887,CHEMICAL,CHEMICAL,Not
36888,CHEMICAL,GENE-Y,Not
36889,CHEMICAL,GENE-Y,Not
36890,GENE-Y,CHEMICAL,Not
36891,GENE-Y,CHEMICAL,Not
36892,GENE-Y,CHEMICAL,Not
36893,GENE-Y,CHEMICAL,Not
36894,GENE-Y,GENE-Y,Not
36895,GENE-Y,CHEMICAL,Not
36896,GENE-Y,CHEMICAL,Not
36897,GENE-Y,CHEMICAL,Not
36898,GENE-Y,CHEMICAL,Not
36899,GENE-Y,GENE-Y,Not
36900,CHEMICAL,GENE-Y,Substrate
36901,CHEMICAL,CHEMICAL,Not
36902,CHEMICAL,CHEMICAL,Not
36903,CHEMICAL,GENE-Y,Not
36904,CHEMICAL,CHEMICAL,Not
36905,CHEMICAL,CHEMICAL,Not
36906,CHEMICAL,GENE-Y,Not
36907,CHEMICAL,CHEMICAL,Not
36908,CHEMICAL,CHEMICAL,Not
36909,GENE-Y,CHEMICAL,Not
36910,GENE-Y,CHEMICAL,Not
36911,GENE-Y,CHEMICAL,Not
36912,CHEMICAL,CHEMICAL,Not
36913,CHEMICAL,CHEMICAL,Not
36914,CHEMICAL,CHEMICAL,Not
36915,CHEMICAL,CHEMICAL,Not
36916,CHEMICAL,CHEMICAL,Not
36917,CHEMICAL,CHEMICAL,Not
36918,CHEMICAL,CHEMICAL,Not
36919,CHEMICAL,CHEMICAL,Not
36920,CHEMICAL,CHEMICAL,Not
36921,CHEMICAL,CHEMICAL,Not
36922,CHEMICAL,CHEMICAL,Not
36923,CHEMICAL,CHEMICAL,Not
36924,CHEMICAL,CHEMICAL,Not
36925,CHEMICAL,CHEMICAL,Not
36926,CHEMICAL,CHEMICAL,Not
36927,CHEMICAL,CHEMICAL,Not
36928,CHEMICAL,CHEMICAL,Not
36929,CHEMICAL,CHEMICAL,Not
36930,CHEMICAL,CHEMICAL,Not
36931,CHEMICAL,CHEMICAL,Not
36932,CHEMICAL,CHEMICAL,Not
36933,CHEMICAL,CHEMICAL,Not
36934,CHEMICAL,CHEMICAL,Not
36935,CHEMICAL,CHEMICAL,Not
36936,CHEMICAL,CHEMICAL,Not
36937,CHEMICAL,CHEMICAL,Not
36938,CHEMICAL,CHEMICAL,Not
36939,CHEMICAL,CHEMICAL,Not
36940,CHEMICAL,CHEMICAL,Not
36941,CHEMICAL,CHEMICAL,Not
36942,CHEMICAL,CHEMICAL,Not
36943,CHEMICAL,CHEMICAL,Not
36944,CHEMICAL,CHEMICAL,Not
36945,CHEMICAL,CHEMICAL,Not
36946,CHEMICAL,CHEMICAL,Not
36947,CHEMICAL,CHEMICAL,Not
36948,CHEMICAL,CHEMICAL,Not
36949,CHEMICAL,CHEMICAL,Not
36950,CHEMICAL,CHEMICAL,Not
36951,CHEMICAL,CHEMICAL,Not
36952,CHEMICAL,CHEMICAL,Not
36953,CHEMICAL,CHEMICAL,Not
36954,CHEMICAL,GENE-Y,Downregulator
36955,CHEMICAL,GENE-Y,Substrate
36956,CHEMICAL,CHEMICAL,Not
36957,CHEMICAL,CHEMICAL,Not
36958,GENE-Y,CHEMICAL,Not
36959,GENE-Y,CHEMICAL,Not
36960,CHEMICAL,CHEMICAL,Not
36961,CHEMICAL,CHEMICAL,Not
36962,CHEMICAL,GENE-Y,Downregulator
36963,CHEMICAL,GENE-Y,Downregulator
36964,CHEMICAL,GENE-Y,Downregulator
36965,CHEMICAL,CHEMICAL,Not
36966,CHEMICAL,GENE-Y,Not
36967,CHEMICAL,CHEMICAL,Not
36968,GENE-Y,CHEMICAL,Not
36969,GENE-Y,CHEMICAL,Not
36970,GENE-Y,GENE-Y,Not
36971,GENE-Y,CHEMICAL,Not
36972,GENE-Y,CHEMICAL,Not
36973,GENE-Y,GENE-Y,Not
36974,CHEMICAL,GENE-Y,Not
36975,CHEMICAL,GENE-Y,Not
36976,GENE-Y,CHEMICAL,Not
36977,GENE-Y,GENE-Y,Not
36978,GENE-Y,CHEMICAL,Not
36979,GENE-Y,GENE-Y,Not
36980,GENE-N,CHEMICAL,Not
36981,GENE-N,GENE-Y,Not
36982,GENE-N,GENE-N,Not
36983,GENE-Y,GENE-Y,Not
36984,GENE-N,GENE-N,Not
36985,GENE-N,GENE-N,Not
36986,CHEMICAL,CHEMICAL,Not
36987,GENE-N,GENE-N,Not
36988,GENE-N,GENE-N,Not
36989,GENE-Y,GENE-N,Not
36990,CHEMICAL,GENE-Y,Not
36991,CHEMICAL,GENE-N,Not
36992,GENE-Y,CHEMICAL,Not
36993,GENE-N,GENE-Y,Not
36994,GENE-N,CHEMICAL,Not
36995,GENE-N,GENE-Y,Not
36996,GENE-Y,GENE-N,Not
36997,GENE-N,CHEMICAL,Not
36998,GENE-Y,GENE-N,Not
36999,CHEMICAL,GENE-N,Not
37000,CHEMICAL,GENE-Y,Not
37001,GENE-N,CHEMICAL,Not
37002,GENE-Y,GENE-Y,Not
37003,GENE-N,CHEMICAL,Not
37004,CHEMICAL,GENE-Y,Not
37005,GENE-N,GENE-N,Not
37006,GENE-N,CHEMICAL,Not
37007,GENE-N,GENE-Y,Not
37008,CHEMICAL,GENE-N,Not
37009,GENE-N,GENE-Y,Not
37010,GENE-N,GENE-Y,Not
37011,CHEMICAL,GENE-N,Not
37012,GENE-N,GENE-N,Not
37013,GENE-N,GENE-N,Not
37014,GENE-N,GENE-Y,Not
37015,GENE-Y,CHEMICAL,Not
37016,GENE-Y,GENE-N,Not
37017,CHEMICAL,CHEMICAL,Not
37018,GENE-Y,GENE-N,Not
37019,GENE-Y,CHEMICAL,Not
37020,GENE-N,GENE-N,Not
37021,GENE-Y,GENE-N,Not
37022,CHEMICAL,GENE-N,Not
37023,GENE-N,CHEMICAL,Not
37024,GENE-N,GENE-N,Not
37025,CHEMICAL,GENE-N,Not
37026,CHEMICAL,GENE-Y,Not
37027,CHEMICAL,GENE-N,Not
37028,GENE-N,CHEMICAL,Not
37029,GENE-N,GENE-Y,Not
37030,CHEMICAL,CHEMICAL,Not
37031,CHEMICAL,CHEMICAL,Not
37032,CHEMICAL,GENE-Y,Upregulator
37033,CHEMICAL,CHEMICAL,Not
37034,CHEMICAL,CHEMICAL,Not
37035,CHEMICAL,GENE-Y,Not
37036,GENE-Y,CHEMICAL,Not
37037,GENE-Y,CHEMICAL,Not
37038,CHEMICAL,GENE-Y,Upregulator
37039,GENE-Y,CHEMICAL,Not
37040,CHEMICAL,GENE-N,Upregulator
37041,CHEMICAL,GENE-Y,Antagonist
37042,CHEMICAL,GENE-N,Antagonist
37043,CHEMICAL,CHEMICAL,Not
37044,CHEMICAL,CHEMICAL,Not
37045,CHEMICAL,CHEMICAL,Not
37046,CHEMICAL,CHEMICAL,Not
37047,CHEMICAL,GENE-N,Not
37048,CHEMICAL,GENE-Y,Not
37049,CHEMICAL,GENE-N,Not
37050,CHEMICAL,CHEMICAL,Not
37051,CHEMICAL,CHEMICAL,Not
37052,CHEMICAL,GENE-N,Not
37053,CHEMICAL,GENE-Y,Not
37054,CHEMICAL,GENE-N,Not
37055,GENE-N,CHEMICAL,Not
37056,GENE-N,CHEMICAL,Not
37057,GENE-N,CHEMICAL,Not
37058,GENE-N,GENE-Y,Not
37059,GENE-N,GENE-N,Not
37060,GENE-Y,CHEMICAL,Not
37061,GENE-Y,CHEMICAL,Not
37062,GENE-Y,CHEMICAL,Not
37063,GENE-Y,GENE-N,Not
37064,GENE-Y,GENE-N,Not
37065,GENE-N,CHEMICAL,Not
37066,GENE-N,CHEMICAL,Not
37067,GENE-N,CHEMICAL,Not
37068,GENE-N,GENE-N,Not
37069,GENE-N,GENE-Y,Not
37070,CHEMICAL,GENE-Y,Antagonist
37071,GENE-Y,CHEMICAL,Not
37072,CHEMICAL,GENE-N,Antagonist
37073,CHEMICAL,GENE-N,Upregulator
37074,CHEMICAL,GENE-N,Upregulator
37075,CHEMICAL,CHEMICAL,Not
37076,CHEMICAL,CHEMICAL,Not
37077,CHEMICAL,CHEMICAL,Not
37078,CHEMICAL,CHEMICAL,Not
37079,CHEMICAL,GENE-N,Not
37080,CHEMICAL,GENE-N,Not
37081,CHEMICAL,GENE-N,Not
37082,CHEMICAL,CHEMICAL,Not
37083,CHEMICAL,CHEMICAL,Not
37084,CHEMICAL,GENE-N,Not
37085,CHEMICAL,GENE-N,Not
37086,CHEMICAL,GENE-N,Not
37087,GENE-N,CHEMICAL,Not
37088,GENE-N,CHEMICAL,Not
37089,GENE-N,CHEMICAL,Not
37090,GENE-N,GENE-N,Not
37091,GENE-N,GENE-N,Not
37092,GENE-N,CHEMICAL,Not
37093,GENE-N,CHEMICAL,Not
37094,GENE-N,CHEMICAL,Not
37095,GENE-N,GENE-N,Not
37096,GENE-N,GENE-N,Not
37097,GENE-N,CHEMICAL,Not
37098,GENE-N,CHEMICAL,Not
37099,GENE-N,CHEMICAL,Not
37100,GENE-N,GENE-N,Not
37101,GENE-N,GENE-N,Not
37102,CHEMICAL,GENE-N,Upregulator
37103,CHEMICAL,GENE-N,Upregulator
37104,CHEMICAL,GENE-N,Upregulator
37105,CHEMICAL,CHEMICAL,Not
37106,CHEMICAL,CHEMICAL,Not
